County Name,Facility_Name,Full_Address,State,Total
HARDEE,ADVENTHEALTH WAUCHULA,"735 S 5TH AVE,WAUCHULA,HARDEE,FL",FL,20425
SUWANNEE,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,"1100 SW 11TH ST,LIVE OAK,SUWANNEE,FL",FL,28950
UNION,LAKE BUTLER HOSPITAL,"850 E MAIN ST,LAKE BUTLER,UNION,FL",FL,1667751
FRANKLIN,GEORGE E WEEMS MEMORIAL HOSPITAL,"135 AVE G,APALACHICOLA,FRANKLIN,FL",FL,987750
HOLMES,DOCTORS MEMORIAL HOSPITAL,"2600 HOSPITAL DR,BONIFAY,HOLMES,FL",FL,52318
WASHINGTON,NORTHWEST FLORIDA COMMUNITY HOSPITAL,"1360 BRICKYARD RD,CHIPLEY,WASHINGTON,FL",FL,711487
HENDRY,HENDRY REGIONAL MEDICAL CENTER,"524 W SAGAMORE AVE,CLEWISTON,HENDRY,FL",FL,51615
BRADFORD,SHANDS STARKE REGIONAL MEDICAL CENTER,"922 E CALL ST,STARKE,BRADFORD,FL",FL,11371
MADISON,MADISON COUNTY MEMORIAL HOSPITAL,"224 NW CRANE AVE,MADISON,MADISON,FL",FL,412934
MONROE,FISHERMEN'S COMMUNITY HOSPITAL,"3301 OVERSEAS HWY,MARATHON,MONROE,FL",FL,587834
MONROE,MARINERS HOSPITAL,"91500 OVERSEAS HIGHWAY,TAVERNIER,MONROE,FL",FL,587834
PINELLAS,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,"501 SIXTH AVENUE SOUTH,SAINT PETERSBURG,PINELLAS,FL",FL,345844
MIAMI-DADE,NICKLAUS CHILDREN'S HOSPITAL,"3100 SW 62ND AVE,MIAMI,MIAMI-DADE,FL",FL,2662764
ORANGE,NEMOURS CHILDREN'S HOSPITAL,"13535 NEMOURS PKWY,ORLANDO,ORANGE,FL",FL,2564493
BROWARD,SOUTH FLORIDA STATE HOSPITAL,"800 E CYPRESS DR,PEMBROKE PINES,BROWARD,FL",FL,1162288
PALM BEACH,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, IN","1041 45TH ST,WEST PALM BEACH,PALM BEACH,FL",FL,882215
DUVAL,RIVER POINT BEHAVIORAL HEALTH,"6300 BEACH BLVD,JACKSONVILLE,DUVAL,FL",FL,385226
PINELLAS,WINDMOOR HEALTHCARE OF CLEARWATER,"11300 US 19 N,CLEARWATER,PINELLAS,FL",FL,345844
LAKE,LIFESTREAM BEHAVIORAL CENTER,"2020 TALLY RD,LEESBURG,LAKE,FL",FL,1248599
BREVARD,"CIRCLES OF CARE, INC","400 E SHERIDAN RD,MELBOURNE,BREVARD,FL",FL,103383
BROWARD,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,"5757 N DIXIE HWY,OAKLAND PARK,BROWARD,FL",FL,1162288
SANTA ROSA,WEST FLORIDA COMMUNITY CARE CENTER,"5500 STEWART ST,MILTON,SANTA ROSA,FL",FL,43769
MANATEE,CENTERSTONE OF FLORIDA,"2020 26TH AVE E,BRADENTON,MANATEE,FL",FL,180795
MIAMI-DADE,SOUTHERN WINDS,"4225 W 20TH AVE,HIALEAH,MIAMI-DADE,FL",FL,2662764
HERNANDO,SPRINGBROOK HOSPITAL,"7007 GROVE RD,BROOKSVILLE,HERNANDO,FL",FL,26613
LEON,EASTSIDE PSYCHIATRIC HOSPITAL,"2634B CAPITAL CIRCLE NE, 2ND FLR,TALLAHASSEE,LEON,FL",FL,76759
ORANGE,ASPIRE HEALTH PARTNERS,"1800 MERCY DR,ORLANDO,ORANGE,FL",FL,2564493
DUVAL,WEKIVA SPRINGS,"3947 SALISBURY RD,JACKSONVILLE,DUVAL,FL",FL,385226
ST. LUCIE,PORT ST LUCIE HOSPITAL,"2550 SE WALTON RD,PORT SAINT LUCIE,ST. LUCIE,FL",FL,100079
MARION,THE VINES HOSPITAL,"3130 SW 27TH AVE,OCALA,MARION,FL",FL,1388722
ORANGE,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,"6601 CENTRAL FLORIDA PARKWAY,ORLANDO,ORANGE,FL",FL,2564493
BAY,EMERALD COAST BEHAVIORAL HOSPITAL,"1940 HARRISON AVE,PANAMA CITY,BAY,FL",FL,61805
LEE,PARK ROYAL HOSPITAL,"9241 PARK ROYAL DR,FORT MYERS,LEE,FL",FL,602633
PASCO,NORTH TAMPA BEHAVIORAL HEALTH,"29910 SR 56,WESLEY CHAPEL,PASCO,FL",FL,111132
ORANGE,UNIVERSITY BEHAVIORAL CENTER,"2500 DISCOVERY DRIVE,ORLANDO,ORANGE,FL",FL,2564493
MANATEE,SUNCOAST BEHAVIORAL HEALTH CENTER,"4480 51ST ST W,BRADENTON,MANATEE,FL",FL,180795
BROWARD,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SRVS,"1201 N 37TH AVE,HOLLYWOOD,BROWARD,FL",FL,1162288
MARTIN,CORAL SHORES BEHAVIORAL HEALTH,"5995 SE COMMUNITY DRIVE,STUART,MARTIN,FL",FL,129688
OSCEOLA,BLACKBERRY CENTER,"91 BEEHIVE CIR,SAINT CLOUD,OSCEOLA,FL",FL,146353
BREVARD,PALM POINT BEHAVIORAL HEALTH,"2355 TRUMAN SCARBOROUGH WAY,TITUSVILLE,BREVARD,FL",FL,103383
WHITFIELD,HAMILTON MEDICAL CENTER,"1200 MEMORIAL DRIVE,DALTON,WHITFIELD,GA",GA,61991
UPSON,UPSON REGIONAL MEDICAL CENTER,"801 W GORDON STREET,THOMASTON,UPSON,GA",GA,28713
WARE,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,"1900 TEBEAU STREET,WAYCROSS,WARE,GA",GA,29439
FORSYTH,NORTHSIDE HOSPITAL FORSYTH,"1200 NORTHSIDE FORSYTH DRIVE,CUMMING,FORSYTH,GA",GA,222717
DOUGHERTY,PHOEBE PUTNEY MEMORIAL HOSPITAL,"417 THIRD AVENUE,ALBANY,DOUGHERTY,GA",GA,186558
TROUP,WELLSTAR WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD,LAGRANGE,TROUP,GA",GA,68214
NEWTON,PIEDMONT NEWTON HOSPITAL,"5126 HOSPITAL DRIVE NE,COVINGTON,NEWTON,GA",GA,90971
GORDON,ADVENTHEALTH GORDON,"1035 RED BUD ROAD,CALHOUN,GORDON,GA",GA,24255
GLYNN,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE,BRUNSWICK,GLYNN,GA",GA,41261
ELBERT,ELBERT MEMORIAL HOSPITAL,"4 MEDICAL DRIVE,ELBERTON,ELBERT,GA",GA,12601
FRANKLIN,"TY COBB REGIONAL MEDICAL CENTER, LLC","367 CLEAR CREEK PARKWAY,LAVONIA,FRANKLIN,GA",GA,987750
RICHMOND,UNIVERSITY HOSPITAL,"1350 WALTON WAY,AUGUSTA,RICHMOND,GA",GA,1472570
HALL,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET,GAINESVILLE,HALL,GA",GA,376205
BARTOW,CARTERSVILLE MEDICAL CENTER,"960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,BARTOW,GA",GA,56232
SPALDING,WELLSTAR SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET,GRIFFIN,SPALDING,GA",GA,31507
STEPHENS,STEPHENS COUNTY HOSPITAL,"163 HOSPITAL DRIVE,TOCCOA,STEPHENS,GA",GA,20571
RICHMOND,AU Medical Center,"1120 15TH STREET,AUGUSTA,RICHMOND,GA",GA,1472570
THOMAS,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,THOMAS,GA",GA,34800
JACKSON,NORTHRIDGE MEDICAL CENTER,"70 MEDICAL CENTER DRIVE,COMMERCE,JACKSON,GA",GA,269410
HABERSHAM,HABERSHAM COUNTY MEDICAL CTR,"541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,HABERSHAM,GA",GA,49221
PAULDING,WELLSTAR PAULDING HOSPITAL,"2518 JIMMY LEE SMITH PARKWAY,HIRAM,PAULDING,GA",GA,42505
SUMTER,PHOEBE SUMTER MEDICAL CENTER,"126 HIGHWAY 280 W,AMERICUS,SUMTER,GA",GA,161683
BARROW,BARROW REGIONAL MEDICAL CENTER,"316 NORTH BROAD STREET,WINDER,BARROW,GA",GA,34404
WALTON,PIEDMONT WALTON HOSPITAL,"2151 W SPRING STREET,MONROE,WALTON,GA",GA,46386
MURRAY,ADVENTHEALTH MURRAY,"707 OLD DALTON ELLIJAY ROAD, PO BOX 1406,CHATSWORTH,MURRAY,GA",GA,17376
UNION,UNION GENERAL HOSPITAL,"35 HOSPITAL ROAD,BLAIRSVILLE,UNION,GA",GA,1667751
FLOYD,FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233,ROME,FLOYD,GA",GA,73040
MUSCOGEE,PIEDMONT COLUMBUS REGIONAL MIDTOWN,"710 CENTER STREET,COLUMBUS,MUSCOGEE,GA",GA,104331
HOUSTON,HOUSTON MEDICAL CENTER,"1601 WATSON BOULEVARD,WARNER ROBINS,HOUSTON,GA",GA,85901
APPLING,APPLING HOSPITAL,"163 E TOLLISON STREET,BAXLEY,APPLING,GA",GA,17222
BEN HILL,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447,FITZGERALD,BEN HILL,GA",GA,9659
BULLOCH,EAST GEORGIA REGIONAL MEDICAL CENTER,"1499 FAIR ROAD,STATESBORO,BULLOCH,GA",GA,18678
FULTON,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE STREET,  NE,ATLANTA,FULTON,GA",GA,574345
FULTON,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE,ATLANTA,FULTON,GA",GA,574345
FULTON,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD,ATLANTA,FULTON,GA",GA,574345
FULTON,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW,ATLANTA,FULTON,GA",GA,574345
WASHINGTON,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,"610 SPARTA ROAD,SANDERSVILLE,WASHINGTON,GA",GA,711487
GWINNETT,NORTHSIDE HOSPITAL GWINNETT,"1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GWINNETT,GA",GA,507465
ROCKDALE,PIEDMONT ROCKDALE HOSPITAL,"1412 MILSTEAD AVENUE, NE,CONYERS,ROCKDALE,GA",GA,35432
DODGE,DODGE COUNTY HOSPITAL,"901 GRIFFIN AVE,EASTMAN,DODGE,GA",GA,79067
TIFT,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET,TIFTON,TIFT,GA",GA,40831
JEFFERSON,JEFFERSON HOSPITAL,"1067 PEACHTREE ST,LOUISVILLE,JEFFERSON,GA",GA,1068891
BIBB,"MEDICAL CENTER, NAVICENT HEALTH (THE)","777 HEMLOCK STREET,MACON,BIBB,GA",GA,76899
EMANUEL,EMANUEL MEDICAL CENTER,"117 KITE ROAD,SWAINSBORO,EMANUEL,GA",GA,6664
BURKE,BURKE MEDICAL CENTER,"351 SOUTH LIBERTY STREET,WAYNESBORO,BURKE,GA",GA,67099
FULTON,WELLSTAR ATLANTA MEDICAL CENTER,"303 PARKWAY DRIVE, NE,ATLANTA,FULTON,GA",GA,574345
GRADY,GRADY GENERAL HOSPITAL,"1155 5TH STREET, SE,CAIRO,GRADY,GA",GA,23446
LOWNDES,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727,VALDOSTA,LOWNDES,GA",GA,118009
WAYNE,WAYNE MEMORIAL HOSPITAL,"865 SOUTH FIRST STREET,JESUP,WAYNE,GA",GA,2320654
LAURENS,FAIRVIEW PARK HOSPITAL,"200 INDUSTRIAL BOULEVARD,DUBLIN,LAURENS,GA",GA,36639
TOOMBS,MEADOWS REGIONAL MEDICAL CENTER,"ONE MEADOWS PARKWAY,VIDALIA,TOOMBS,GA",GA,12256
MUSCOGEE,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,"2122 MANCHESTER EXPRESSWAY,COLUMBUS,MUSCOGEE,GA",GA,104331
IRWIN,IRWIN COUNTY HOSPITAL,"710 N IRWIN AVENUE,OCILLA,IRWIN,GA",GA,4162
DECATUR,MEMORIAL HOSPITAL AND MANOR,"1500 E SHOTWELL STREET,BAINBRIDGE,DECATUR,GA",GA,43321
PULASKI,TAYLOR REGIONAL HOSPITAL,"222 PERRY HWY,HAWKINSVILLE,PULASKI,GA",GA,160364
EVANS,EVANS MEMORIAL HOSPITAL,"200 N RIVER STREET,CLAXTON,EVANS,GA",GA,1595
BALDWIN,NAVICENT HEALTH BALDWIN,"821 NORTH COBB STREET,MILLEDGEVILLE,BALDWIN,GA",GA,85302
HOUSTON,PERRY HOSPITAL,"1120 MORNINGSIDE DR,PERRY,HOUSTON,GA",GA,85901
FULTON,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE,ATLANTA,FULTON,GA",GA,574345
BIBB,"COLISEUM MEDICAL CENTERS, LLC, DBA","350 HOSPITAL DRIVE,MACON,BIBB,GA",GA,76899
FLOYD,REDMOND REGIONAL MEDICAL CENTER,"501 REDMOND ROAD,ROME,FLOYD,GA",GA,73040
RICHMOND,DOCTORS HOSPITAL,"3651 WHEELER ROAD,AUGUSTA,RICHMOND,GA",GA,1472570
DOUGLAS,WELLSTAR DOUGLAS HOSPITAL,"8954 HOSPITAL DRIVE,DOUGLASVILLE,DOUGLAS,GA",GA,606395
FANNIN,FANNIN REGIONAL HOSPITAL,"2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,FANNIN,GA",GA,11901
DOOLY,FLINT RIVER COMMUNITY HOSPITAL,"509 SUMTER STREET, BOX 770,MONTEZUMA,DOOLY,GA",GA,16794
HENRY,PIEDMONT HENRY HOSPITAL,"1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,HENRY,GA",GA,150200
GWINNETT,EASTSIDE MEDICAL CENTER,"1700 MEDICAL WAY,SNELLVILLE,GWINNETT,GA",GA,507465
SEMINOLE,DONALSONVILLE HOSPITAL INC,"102 HOSPITAL CIR,DONALSONVILLE,SEMINOLE,GA",GA,143722
FULTON,WELLSTAR NORTH FULTON HOSPITAL,"3000 HOSPITAL BOULEVARD,ROSWELL,FULTON,GA",GA,574345
MUSCOGEE,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,"100 FRIST COURT,COLUMBUS,MUSCOGEE,GA",GA,104331
BIBB,COLISEUM NORTHSIDE HOSPITAL,"400 CHARTER BOULEVARD,MACON,BIBB,GA",GA,76899
FAYETTE,PIEDMONT FAYETTE HOSPITAL,"1255 HIGHWAY 54 WEST,FAYETTEVILLE,FAYETTE,GA",GA,175417
PICKENS,PIEDMONT MOUNTAINSIDE HOSPITAL INC,"1266 HIGHWAY 515 SOUTH,JASPER,PICKENS,GA",GA,57712
GWINNETT,EMORY JOHNS CREEK HOSPITAL,"6325 HOSPITAL PARKWAY,JOHNS CREEK,GWINNETT,GA",GA,507465
BERRIEN,SGMC BERRIEN CAMPUS,"1221 E MCPHERSON AVENUE,NASHVILLE,BERRIEN,GA",GA,69826
RICHMOND,Dwight Eisenhower AMC (FT Gordon),"300 East Hospital Road,Fort Gordon,RICHMOND,GA",GA,1472570
LIBERTY,Winn ACH (FT Stewart),"1061 Harmon Avenue,Fort Stewart,LIBERTY,GA",GA,44728
RANDOLPH,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,"361 RANDOLPH STREET,CUTHBERT,RANDOLPH,GA",GA,146788
BLECKLEY,BLECKLEY MEMORIAL HOSPITAL,"145 PEACOCK STREET,COCHRAN,BLECKLEY,GA",GA,4429
JASPER,JASPER MEMORIAL HOSPITAL,"898 COLLEGE STREET,MONTICELLO,JASPER,GA",GA,93201
MORGAN,MORGAN MEDICAL CENTER,"1740 LIONS CLUB ROAD,MADISON,MORGAN,GA",GA,147934
MILLER,MILLER COUNTY HOSPITAL,"209 N CUTHBERT STREET,COLQUITT,MILLER,GA",GA,14155
EFFINGHAM,EFFINGHAM HEALTH SYSTEM,"459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,EFFINGHAM,GA",GA,11800
PEACH,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH","1960 HIGHWAY 247 CONNECTOR,BYRON,PEACH,GA",GA,8518
JENKINS,JENKINS COUNTY MEDICAL CENTER,"931 EAST WINTHROPE AVENUE,MILLEN,JENKINS,GA",GA,5500
SCREVEN,OPTIM MEDICAL CENTER - SCREVEN,"215 MIMS ROAD,SYLVANIA,SCREVEN,GA",GA,5361
PUTNAM,PUTNAM GENERAL HOSPITAL,"101 LAKE OCONEE PARKWAY,EATONTON,PUTNAM,GA",GA,231090
EARLY,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,"11740 COLUMBIA STREET,BLAKELY,EARLY,GA",GA,25018
MERIWETHER,WARM SPRINGS MEDICAL CENTER,"5995 SPRING STREET,WARM SPRINGS,MERIWETHER,GA",GA,12059
MONROE,MONROE COUNTY HOSPITAL,"88 MARTIN LUTHER KING JR DRIVE,FORSYTH,MONROE,GA",GA,587834
BUTTS,WELLSTAR SYLVAN GROVE HOSPITAL,"1050 MCDONOUGH ROAD,JACKSON,BUTTS,GA",GA,21823
HARALSON,HIGGINS GENERAL HOSPITAL,"200 ALLEN MEMORIAL DRIVE,BREMEN,HARALSON,GA",GA,5546
TATTNALL,OPTIM MEDICAL CENTER - TATTNALL,"247 S MAIN STREET,REIDSVILLE,TATTNALL,GA",GA,6414
TOWNS,CHATUGE REGIONAL HOSPITAL,"110 S MAIN STREET,HIAWASSEE,TOWNS,GA",GA,3232
WILKES,WILLS MEMORIAL HOSPITAL,"120 GORDON STREET,WASHINGTON,WILKES,GA",GA,43412
LANIER,SGMC LANIER CAMPUS,"116 WEST THIGPEN AVENUE,LAKELAND,LANIER,GA",GA,6284
BACON,BACON COUNTY HOSPITAL,"302 SOUTH WAYNE STREET,ALMA,BACON,GA",GA,13742
WORTH,PHOEBE WORTH MEDICAL CENTER,"807 SOUTH ISABELLA STREET,SYLVESTER,WORTH,GA",GA,24987
GREENE,ST. MARY'S GOOD SAMARITAN HOSPITAL,"5401 LAKE OCONEE PARKWAY,GREENSBORO,GREENE,GA",GA,127249
POLK,POLK MEDICAL CENTER,"2360 ROCKMART HIGHWAY,CEDARTOWN,POLK,GA",GA,678790
MITCHELL,MITCHELL COUNTY HOSPITAL,"90 STEPHENS STREET,CAMILLA,MITCHELL,GA",GA,44057
BROOKS,BROOKS COUNTY HOSPITAL,"903 N COURT STREET,QUITMAN,BROOKS,GA",GA,10930
JEFF DAVIS,JEFF DAVIS HOSPITAL,"163 SOUTH TALLAHASSEE STREET,HAZLEHURST,JEFF DAVIS,GA",GA,6131
LIBERTY,LIBERTY REGIONAL MEDICAL CENTER,"462 E G MILES PARKWAY,HINESVILLE,LIBERTY,GA",GA,44728
RABUN,MOUNTAIN LAKES MEDICAL CENTER,"162 LEGACY POINT,CLAYTON,RABUN,GA",GA,3207
FULTON,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,"1001 JOHNSON FERRY ROAD,ATLANTA,FULTON,GA",GA,574345
GWINNETT,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,"250 SCENIC HIGHWAY,LAWRENCEVILLE,GWINNETT,GA",GA,507465
MUSCOGEE,WEST CENTRAL GEORGIA REGIONAL HOSPITAL,"3000 SCHATULGA RD BOX 12435,COLUMBUS,MUSCOGEE,GA",GA,104331
GLYNN,ST SIMONS-BY-THE-SEA,"2927 DEMERE ROAD,SAINT SIMONS ISLAND,GLYNN,GA",GA,41261
RICHMOND,EAST CENTRAL REGIONAL HOSPITAL,"3405 MIKE PADGETT HWY,AUGUSTA,RICHMOND,GA",GA,1472570
FULTON,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,"5454 YORKTOWNE DRIVE,COLLEGE PARK,FULTON,GA",GA,574345
LOWNDES,GREENLEAF CENTER,"2209 PINEVIEW DRIVE,VALDOSTA,LOWNDES,GA",GA,118009
WALTON,RIDGEVIEW INSTITUTE MONROE,"709 BREEDLOVE DRIVE,MONROE,WALTON,GA",GA,46386
HONOLULU,THE QUEENS MEDICAL CENTER,"1301 PUNCHBOWL ST,HONOLULU,HONOLULU,HI",HI,57094
MAUI,MAUI MEMORIAL MEDICAL CENTER,"221 MAHALANI STREET,WAILUKU,MAUI,HI",HI,12567
HONOLULU,WAHIAWA GENERAL HOSPITAL,"128 LEHUA STREET,WAHIAWA,HONOLULU,HI",HI,57094
HAWAII,HILO MEDICAL CENTER,"1190 WAIANUENUE AVENUE,HILO,HAWAII,HI",HI,8357
HONOLULU,ADVENTIST HEALTH CASTLE,"640 ULUKAHIKI ST,KAILUA,HONOLULU,HI",HI,57094
HONOLULU,KUAKINI MEDICAL CENTER,"347 NORTH KUAKINI STREET,HONOLULU,HONOLULU,HI",HI,57094
HONOLULU,KAISER FOUNDATION HOSPITAL,"3288 MOANALUA RD,HONOLULU,HONOLULU,HI",HI,57094
KAUAI,WILCOX MEMORIAL HOSPITAL,"3-3420 KUHIO HIGHWAY,LIHUE,KAUAI,HI",HI,2835
HAWAII,KONA COMMUNITY HOSPITAL,"79-1019 HAUKAPILA STREET,KEALAKEKUA,HAWAII,HI",HI,8357
HONOLULU,Tripler AMC (FT Shafter),"1 Jarrett White Rd,Honolulu,HONOLULU,HI",HI,57094
HONOLULU,STRAUB CLINIC AND HOSPITAL,"888 SO KING STREET,HONOLULU,HONOLULU,HI",HI,57094
HONOLULU,PALI MOMI MEDICAL CENTER,"98-1079 MOANALUA ROAD,AIEA,HONOLULU,HI",HI,57094
HAWAII,NORTH HAWAII COMMUNITY HOSPITAL,"67 1125 MAMALAHOA HIGHWAY,KAMUELA,HAWAII,HI",HI,8357
KAUAI,KAUAI VETERANS MEMORIAL HOSPITAL,"4643 WAIMEA CANYON DRIVE,WAIMEA,KAUAI,HI",HI,2835
HAWAII,KAU HOSPITAL,"1 KAMANI STREET,PAHALA,HAWAII,HI",HI,8357
HAWAII,KOHALA HOSPITAL,"54-383 HOSPITAL ROAD,KAPAAU,HAWAII,HI",HI,8357
MAUI,MOLOKAI GENERAL HOSPITAL,"280 HOME OLU PLACE,KAUNAKAKAI,MAUI,HI",HI,12567
HONOLULU,KAHUKU MEDICAL CENTER,"56-117 PUALALEA STREET,KAHUKU,HONOLULU,HI",HI,57094
MAUI,LANAI COMMUNITY HOSPITAL,"628 7TH STREET,LANAI CITY,MAUI,HI",HI,12567
KAUAI,SAMUEL MAHELONA MEMORIAL HOSPITAL,"4800 KAWAIHAU ROAD,KAPAA,KAUAI,HI",HI,2835
HAWAII,HALE HO'OLA HAMAKUA,"45-547 PLUMERIA STREET,HONOKAA,HAWAII,HI",HI,8357
MAUI,KULA HOSPITAL,"100 KEOKEA PLACE,KULA,MAUI,HI",HI,12567
HONOLULU,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,"1319 PUNAHOU STREET,HONOLULU,HONOLULU,HI",HI,57094
HONOLULU,SHRINERS HOSPITAL FOR CHILDREN,"1310 PUNAHOU STREET,HONOLULU,HONOLULU,HI",HI,57094
HONOLULU,KAHI MOHALA,"91-2301 FORT WEAVER ROAD,EWA BEACH,HONOLULU,HI",HI,57094
TWIN FALLS,ST LUKES MAGIC VALLEY MEDICAL CENTER,"801 POLE LINE ROAD WEST,TWIN FALLS,TWIN FALLS,ID",ID,43215
NEZ PERCE,ST JOSEPH REGIONAL MEDICAL CENTER,"415 SIXTH STREET,LEWISTON,NEZ PERCE,ID",ID,8151
ADA,ST LUKE'S REGIONAL MEDICAL CENTER,"190 EAST BANNOCK STREET,BOISE,ADA,ID",ID,154294
ADA,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,"1055 NORTH CURTIS ROAD,BOISE,ADA,ID",ID,154294
BONNEVILLE,EASTERN IDAHO REGIONAL MEDICAL CENTER,"3100 CHANNING WAY,IDAHO FALLS,BONNEVILLE,ID",ID,7863
MADISON,MADISON MEMORIAL HOSPITAL,"450 EAST MAIN STREET,REXBURG,MADISON,ID",ID,412934
BANNOCK,PORTNEUF MEDICAL CENTER,"777 HOSPITAL WAY,POCATELLO,BANNOCK,ID",ID,5571
KOOTENAI,KOOTENAI HEALTH,"2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,KOOTENAI,ID",ID,20010
ADA,TREASURE VALLEY HOSPITAL,"8800 WEST EMERALD STREET,BOISE,ADA,ID",ID,154294
BONNEVILLE,MOUNTAIN VIEW HOSPITAL,"2325 CORONADO STREET,IDAHO FALLS,BONNEVILLE,ID",ID,7863
KOOTENAI,NORTHWEST SPECIALTY HOSPITAL,"1593 EAST POLSTON AVENUE,POST FALLS,KOOTENAI,ID",ID,20010
BINGHAM,GROVE CREEK MEDICAL CENTER,"350 NORTH MERIDIAN STREET,BLACKFOOT,BINGHAM,ID",ID,2519
BOUNDARY,BOUNDARY COMMUNITY HOSPITAL,"6640 KANIKSU STREET,BONNERS FERRY,BOUNDARY,ID",ID,105
GOODING,NORTH CANYON MEDICAL CENTER,"267 NORTH CANYON DR,GOODING,GOODING,ID",ID,4366
ONEIDA,NELL J REDFIELD MEMORIAL HOSPITAL,"150 NORTH 200 WEST,MALAD,ONEIDA,ID",ID,107091
POWER,POWER COUNTY HOSPITAL DISTRICT,"510 ROOSEVELT STREET,AMERICAN FALLS,POWER,ID",ID,858
LEMHI,STEELE MEMORIAL MEDICAL CENTER,"203 SOUTH DAISY STREET,SALMON,LEMHI,ID",ID,149
WASHINGTON,WEISER MEMORIAL HOSPITAL,"645 EAST 5TH STREET,WEISER,WASHINGTON,ID",ID,711487
VALLEY,CASCADE MEDICAL CENTER,"402 LAKE CASCADE PARKWAY,CASCADE,VALLEY,ID",ID,1287
JEROME,ST LUKE'S JEROME,"709 NORTH LINCOLN AVENUE,JEROME,JEROME,ID",ID,16351
ELMORE,ST LUKE'S ELMORE MEDICAL CENTER,"895 NORTH 6TH EAST,MOUNTAIN HOME,ELMORE,ID",ID,50510
VALLEY,ST LUKE'S MCCALL,"1000 STATE STREET,MCCALL,VALLEY,ID",ID,1287
TETON,TETON VALLEY HOSPITAL,"120 EAST HOWARD AVE,DRIGGS,TETON,ID",ID,12477
SHOSHONE,SHOSHONE MEDICAL CENTER,"25 JACOBS GULCH ROAD,KELLOGG,SHOSHONE,ID",ID,187
IDAHO,SYRINGA GENERAL HOSPITAL,"607 W MAIN STREET,GRANGEVILLE,IDAHO,ID",ID,486
BEAR LAKE,BEAR LAKE MEMORIAL HOSPITAL,"164 SOUTH FIFTH STREET,MONTPELIER,BEAR LAKE,ID",ID,45
BENEWAH,BENEWAH COMMUNITY HOSPITAL,"229 SOUTH 7TH STREET,ST MARIES,BENEWAH,ID",ID,1142
GEM,VALOR HEALTH,"1202 EAST LOCUST STREET,EMMETT,GEM,ID",ID,2489
MINIDOKA,MINIDOKA MEMORIAL HOSPITAL,"1224 8TH STREET,RUPERT,MINIDOKA,ID",ID,9124
IDAHO,ST MARYS HOSPITAL AND CLINICS,"701 LEWISTON ST,COTTONWOOD,IDAHO,ID",ID,486
FRANKLIN,FRANKLIN COUNTY MEDICAL CENTER,"44 NORTH FIRST EAST,PRESTON,FRANKLIN,ID",ID,987750
BLAINE,ST LUKE'S WOOD RIVER MEDICAL CENTER,"100 HOSPITAL DRIVE,KETCHUM,BLAINE,ID",ID,57532
BUTTE,LOST RIVERS MEDICAL CENTER,"551 HIGHLAND DRIVE,ARCO,BUTTE,ID",ID,11262
